protocolTitle,FIELD_plantingSeason,FIELD_pipeline,sub_market,FIELD_Country,FIELD_name,commercialName,OBS_observationRefCd,OBS_descriptorAbbreviation,OBS_numValue,QC_Flag
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,30F35VYHR,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088RR,LDSR,CURVSP,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,30F35VYHR,LDSR,CERCZM,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1820PRO3,LDSR,CERCZM,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1820PRO3,LDSR,SETOTU,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB255PRO3,LDSR,PUCCSO,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB360PRO3,LDSR,CERCZM,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1822PRO3,LDSR,CERCZM,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1822PRO3,LDSR,PHYRMA,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,30F35VYHR,LDSR,PHYRMA,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8065PRO3,LDSR,CURVSP,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB360PRO3,YLD,N/A,60.098373,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8480PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1820PRO3,LDSR,TARSC,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8480PRO3,LDSR,CERCZM,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8480PRO3,YLD,N/A,45.580621,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,30F35VYHR,LDSR,CURVSP,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8480PRO3,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1822PRO3,LDSR,CURVSP,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088RR,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8480PRO3,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088RR,LDSR,TARSC,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1822PRO3,LDSR,PUCCSO,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088RR,YLD,N/A,53.25074,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8480PRO3,LDSR,TARSC,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1820PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB255PRO3,LDSR,CERCZM,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088VT3P,YLD,N/A,52.747781,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088VT3P,LDSR,PHYRMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB360PRO3,LDSR,CURVSP,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,30F35VYHR,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8480PRO3,LDSR,CURVSP,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB255PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1822PRO3,LDSR,SETOTU,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8065PRO3,LDSR,PHYRMA,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8065PRO3,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1822PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,30F35VYHR,YLD,N/A,52.931583,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1822PRO3,LDSR,TARSC,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1820PRO3,LDSR,PHYRMA,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088RR,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB360PRO3,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088RR,LDSR,CERCZM,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8480PRO3,LDSR,PHYRMA,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB360PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB255PRO3,LDSR,PHYRMA,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088RR,LDSR,PHYRMA,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088RR,LDSR,PUCCSO,1.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1820PRO3,LDSR,CURVSP,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AS1822PRO3,YLD,N/A,48.093565,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB255PRO3,LDSR,CURVSP,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8065PRO3,YLD,N/A,45.205251,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8065PRO3,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088VT3P,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8065PRO3,LDSR,TARSC,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088VT3P,LDSR,CURVSP,4.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DKB360PRO3,LDSR,SETOTU,2.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8065PRO3,LDSR,SETOTU,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088VT3P,LDSR,PUCCSO,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,AG8065PRO3,LDSR,CERCZM,3.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,DK7088VT3P,LDSR,DIPDMA,0.0,
NMU-21-SS-COM-Corn:Germ FTN ME2 ME3 ME4 ME5 VCPEHSG,2021.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW03_FUENTEDEORO_AE_V,30F35VYHR,LDSR,TARSC,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088VT3P,LDSR,DIPDMC,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1822PRO4,LDSR,SETOTU,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1822PRO4,LDSR,PUCCSO,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088RR,LDSR,CURVSP,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1820PRO4,LDSR,MP,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,NK4015VIP,LDSR,CURVSP,3.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088RR,LDSR,PUCCSO,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088VT3P,LDSR,CURVSP,3.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088VT3P,LDSR,PUCCSO,3.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1822PRO4,LDSR,CERCZM,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,30F35VYHR,LDSR,DIPDMC,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088VT3P,YLD,N/A,25.753846,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1822PRO4,LDSR,DIPDMC,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1822PRO4,LDSR,CURVSP,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088RR,LDSR,CERCZM,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,NK4015VIP,LDSR,PHYRMA,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1820PRO4,LDSR,CERCZM,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DKB255PRO4,LDSR,PUCCSO,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1820PRO4,LDSR,PUCCSO,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,30F35VYHR,LDSR,TARSC,3.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1820PRO4,LDSR,PHYRMA,3.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,30F35VYHR,LDSR,CURVSP,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DKB255PRO4,LDSR,TARSC,5.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088VT3P,LDSR,CERCZM,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,30F35VYHR,YLD,N/A,50.579068,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088RR,YLD,N/A,34.378254,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DKB255PRO4,LDSR,PHYRMA,5.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DKB255PRO4,LDSR,SETOTU,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088VT3P,LDSR,PHYRMA,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1822PRO4,LDSR,PHYRMA,3.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1820PRO4,LDSR,CURVSP,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,NK4015VIP,LDSR,TARSC,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,NK4015VIP,LDSR,COCHHE,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,NK4015VIP,YLD,N/A,40.54,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088RR,LDSR,COCHHE,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088VT3P,LDSR,SETOTU,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,NK4015VIP,LDSR,SETOTU,1.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DKB255PRO4,LDSR,COCHHE,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DKB255PRO4,LDSR,DIPDMC,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1822PRO4,YLD,N/A,48.916975,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1820PRO4,LDSR,SETOTU,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,30F35VYHR,LDSR,PHYRMA,3.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DKB255PRO4,LDSR,CERCZM,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,AS1822PRO4,LDSR,TARSC,3.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,30F35VYHR,LDSR,MP,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DKB255PRO4,LDSR,MP,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,NK4015VIP,LDSR,DIPDMC,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,30F35VYHR,LDSR,PUCCSO,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,NK4015VIP,LDSR,PUCCSO,0.0,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DKB255PRO4,YLD,N/A,23.57108,
COL 22 SS REG CORN GERMBTECH FTN ME3 VT4P YELLOW,2022.0,ME3 TROPIC,YELLOW BIOTECH,Colombia,GNBVB_FW05_CETLATUPIA_CET_V,DK7088VT3P,LDSR,COCHHE,0.0,
